	Gene	Chromosome	TxStart	TxEnd
15659	GBP5	1	89450552	89438285
13631	GBP6	1	89541637	89564040
13936	LRRC8B	1	89736292	89771236
4804	LRRC8C	1	89810782	89892602
3536	LRRC8D	1	89999533	90113580
665	ZNF326	1	90172700	90205802
6911	BARHL2	1	90894815	90889599
11208	ZNF644	1	91199051	91092879
15182	HFM1	1	91530215	91438342
3205	CDC7	1	91678464	91703334
16036	TGFBR3	1	92063676	91860007
513	BRDT	1	92127152	92192004
6692	EPHX4	1	92207578	92241114
15914	BTBD8	1	92257913	92325414
6125	C1orf146	1	92395593	92423387
9212	GLMN	1	92476565	92424067
9894	RPAP2	1	92476627	92565750
6107	GFI1	1	92664451	92652341
4754	EVI5	1	92969982	92686275
12924	RPL5	1	93009630	93019501
1792	FAM69A	1	93139034	93019775
13948	MTF2	1	93256863	93315144
3353	CCDC18	1	93357940	93456287
11903	TMED5	1	93358267	93329427
830	DR1	1	93523498	93540167
15396	BCAR3	1	93859406	93739371
5382	DNTTIP2	1	94056763	94047358
9788	GCLM	1	94087033	94064610
15217	ABCA4	1	94298700	94170416
809	ARHGAP29	1	94415210	94349914
8151	ABCD3	1	94596031	94696105
11157	F3	1	94719336	94706893
1773	SLC44A3	1	94998197	95072629
7661	CNN3	1	95104722	95074529
10254	ALG14	1	95250504	95160319
8253	TMEM56	1	95295004	95370895
10638	RWDD3	1	95411787	95424794
8820	PTBP2	1	96899398	96992367
8290	DPYD	1	98098600	97255322
7417	SNX7	1	98839233	98938075
15889	PLPPR4	1	99441920	99487157
1375	PALMD	1	99823618	99872280
4264	FRRS1	1	99943370	99886279
4068	AGL	1	100028065	100101597
9906	SLC35A3	1	100147560	100204553
1216	MFSD14A	1	100215809	100260948
6787	SASS6	1	100310532	100261124
10771	TRMT13	1	100310739	100328074
8514	LRRC39	1	100355792	100326433
9937	DBT	1	100427394	100373383
14645	RTCA	1	100443783	100469348
10641	CDC14A	1	100530067	100697853
9712	GPR88	1	100715713	100719591
7028	VCAM1	1	100897317	100916620
15591	EXTL2	1	101072389	101050642
7622	SLC30A7	1	101073698	101157013
4574	DPH5	1	101203340	101167672
7743	OLFM3	1	102024550	101981158
3315	COL11A1	1	103286073	103055015
3283	RNPC3	1	103780598	103809878
8421	AMY2B	1	103809342	103834168
6836	AMY2A	1	103826181	103974544
12535	PRMT6	1	107311360	107313956
10089	NTNG1	1	107394786	107736517
5989	VAV3	1	108040288	107827832
11561	SLC25A24	1	108447405	108389488
2820	NBPF4	1	108498715	108477128
3916	FAM102B	1	108815140	108893990
3231	HENMT1	1	108916190	108902965
10965	PRPF38B	1	108947004	108956462
1311	FNDC7	1	108977074	108997407
5478	STXBP3	1	109001349	109064190
12177	AKNAD1	1	109111748	109091387
14165	CLCC1	1	109218121	109186649
13092	WDR47	1	109296739	109224881
11114	TAF13	1	109330666	109319039
2510	TMEM167B	1	109345444	109351595
12659	KIAA1324	1	109368574	109461639
15139	SARS	1	109468581	109492827
7305	CELSR2	1	109504682	109530414
1326	PSRC1	1	109537811	109534220
15253	MYBPHL	1	109561705	109547028
8087	SORT1	1	109652605	109564233
8733	PSMA5	1	109681079	109656514
286	SYPL2	1	109735132	109736797
9970	ATXN7L2	1	109738602	109747396
11249	CYB561D1	1	109748768	109750963
15467	AMIGO1	1	109764346	109761488
2951	GNAI3	1	109803342	109849017
13727	GNAT2	1	109867747	109857755
12385	AMPD2	1	109874500	109886719
9742	GSTM4	1	109910744	109920166
9740	GSTM2	1	109922732	109929949
10140	GSTM1	1	109942483	109948409
15210	GSTM5	1	109966906	109972930
9741	GSTM3	1	109995082	109988595
12358	EPS8L3	1	110018606	110004743
10349	CSF1	1	110165498	110184397
14474	AHCYL1	1	110239349	110277038
10225	STRIP1	1	110289282	110309303
14528	ALX3	1	110325276	110314657
6492	UBL4B	1	110367103	110368611
12652	SLC6A17	1	110405149	110456863
3238	KCNC4	1	110466018	110488112
15186	RBM15	1	110593986	110601346
3009	SLC16A4	1	110645678	110617546
10648	LAMTOR5	1	110662588	110655917
8688	PROK1	1	110705829	110712018
7352	KCNA10	1	110773839	110771880
15880	KCNA2	1	110860387	110857818
2667	KCNA3	1	110929697	110927132
7738	CD53	1	111127814	111234716
7759	DRAM2	1	111379447	111372571
5547	CEPT1	1	111394290	111439766
1829	DENND2D	1	111455323	111441844
9638	CHI3L2	1	111482373	111498103
9703	CHIA	1	111545525	111575227
5781	PIFO	1	111601289	111607670
1099	OVGP1	1	111682441	111668979
4707	ATP5PB	1	111703807	111716113
4324	WDR77	1	111703872	111694554
5372	C1orf162	1	111728645	111733175
1511	ADORA3	1	111758785	111754096
1156	RAP1A	1	111874446	111968142
105	FAM212B	1	111994064	111980411
9017	DDX20	1	112010295	112022240
11487	KCND3	1	112237390	112030740
5089	CTTNBP2NL	1	112650901	112714256
3793	WNT2B	1	112722081	112775947
13183	ST7L	1	112874082	112796456
9264	CAPZA1	1	112874508	112926276
13010	MOV10	1	112929383	112955399
12870	RHOC	1	112961762	112955796
8659	PPM1J	1	112969955	112964663
7922	FAM19A3	1	112975230	112981896
8570	SLC16A1	1	113210847	113166895
8955	LRIG2	1	113327872	113379384
11544	MAGI3	1	113645412	113937051
9707	PHTF1	1	114013398	113958490
799	RSBN1	1	114066957	114019288
7836	PTPN22	1	114126359	114087610
5033	BCL2L15	1	114142211	114135668
13487	AP4B1	1	114159734	114149719
14770	DCLRE1B	1	114160079	114168734
2044	HIPK1	1	114184037	114232464
12818	OLFML3	1	114234071	114236917
1346	SYT6	1	114408514	114346428
10442	TRIM33	1	114765823	114652284
15938	BCAS2	1	114836307	114822222
1826	DENND2C	1	114924697	114837512
12386	AMPD1	1	114950218	114927763
10031	NRAS	1	114971557	114961626
4144	CSDE1	1	115004853	114971578
8669	SIKE1	1	115035340	115027438
1445	SYCP1	1	115109496	115250030
15615	TSHB	1	115284456	115288983
11800	TSPAN2	1	115344157	115302676
2335	NGF	1	115592899	115540580
7264	VANGL1	1	115896653	115946517
2483	CASQ2	1	116023312	115954684
15421	NHLH2	1	116095789	116091039
12369	SLC22A15	1	116231163	116324068
11201	MAB21L3	1	116366417	116389903
196	ATP1A1	1	116627877	116659436
11946	CD58	1	116825645	116769402
11152	IGSF3	1	116922356	116829072
15699	CD2	1	117009143	117023892
2409	PTGFRN	1	117164730	117245014
11437	CD101	1	117256475	117291081
9755	TTF2	1	117314990	117357531
1169	TRIM45	1	117376426	117365730
6386	VTCN1	1	117465591	117398253
15600	MAN1A2	1	117622126	117780362
12515	FAM46C	1	117860645	117883028
8238	GDAP2	1	118184248	118124081
2212	WDR3	1	118184432	118215091
1207	SPAG17	1	118439876	118208329
14468	TBX15	1	119244221	119137707
1814	WARS2	1	119395329	119285882
15795	HAO2	1	119623443	119648793
1899	HSD3B2	1	119669814	119677693
8391	HSD3B1	1	119761892	119769716
3789	PHGDH	1	119966551	119998878
12657	HMGCS2	1	120023560	120003046
2933	REG4	1	120066245	120048750
13131	ADAM30	1	120151155	120148198
5029	NOTCH2	1	120324318	120166219
1707	FAM72D	1	120551026	120567722
1709	FAM72B	1	120551453	120567648
13284	FCGR1B	1	120647936	146191212
654	PPIAL4A	1	141941601	146366735
1608	PDE4DIP	1	142421076	142440804
8488	NOTCH2NL	1	142698157	142771870
15308	HJV	1	142902321	142906589
369	TXNIP	1	142927625	142931567
4106	POLR3GL	1	142959431	142945279
10043	LIX1L	1	142966128	142988134
9709	RBM8A	1	142996676	143000488
5857	PEX11B	1	143005426	143012775
7681	ITGA10	1	143014012	143032911
9032	PIAS3	1	143065075	143075590
12502	POLR3C	1	143099928	143081648
29	RNF115	1	143100079	143177770
11998	CD160	1	143204609	143184841
10664	PDZK1	1	143216769	143253117
12467	NBPF11	1	143552293	143502196
8666	PRKAB2	1	143868945	143851502
13576	FMO5	1	143921738	143882653
579	CHD1L	1	143939149	143992257
2781	BCL9	1	144237997	144322828
343	GJA5	1	144470258	144453708
344	GJA8	1	144599751	144606209
3693	GPR89B	1	144625329	144690389
12466	NBPF14	1	145140760	145118553
12465	NBPF15	1	145340581	145375749
13285	FCGR1A	1	146567360	146577146
15258	HIST2H4A	1	146617293	146645402
6224	HIST2H3C	1	146625838	146637760
3992	HIST2H2AA3	1	146627391	146636234
1745	HIST2H2BE	1	146671305	146669082
9557	HIST2H2AC	1	146671597	146672034
9556	HIST2H2AB	1	146672539	146672091
14566	BOLA1	1	146684273	146685418
15073	SV2A	1	146702503	146688307
13469	SF3B4	1	146712775	146708283
8502	MTMR11	1	146721316	146713616
14052	OTUD7B	1	146795696	146728052
1676	VPS45	1	146852935	146930577
6634	PLEKHO1	1	146935242	146944896
12072	ANP32E	1	147021331	147003927
4291	CA14	1	147043290	147050549
15706	APH1A	1	147054472	147050878
1390	C1orf54	1	147058270	147066400
2647	MRPS21	1	147079341	147093892
4337	PRPF3	1	147107090	147138741
2671	RPRD2	1	147150252	147259105
321	TARS2	1	147272992	147292820
4782	ECM1	1	147293624	147299109
5430	ADAMTSL4	1	147334958	147346486
1474	MCL1	1	147365209	147360106
2555	ENSA	1	147414682	147412596
139	GOLPH3L	1	147482706	147431778
10959	HORMAD1	1	147506425	147483614
10554	CTSS	1	147551378	147515623
5652	CTSK	1	147593885	147581759
6664	ARNT	1	147662128	147596407
12157	SETDB1	1	147711960	147750284
15562	CERS2	1	147760392	147750735
9782	ANXA9	1	147767626	147781180
12131	MINDY1	1	147793298	147782374
14106	BNIPL	1	147822124	147833133
8223	C1orf56	1	147833331	147836942
15387	MLLT11	1	147845223	147854045
13483	SEMA6C	1	147932006	147917605
8011	TNFAIP8L2	1	147942203	147945298
8902	LYSMD1	1	147951047	147945298
11027	SCNM1	1	147951589	147954687
15800	TMOD4	1	147961499	147955536
4954	VPS72	1	147975713	147962006
14494	PIP5K1A	1	147984144	148035078
15234	PSMD4	1	148040269	148053009
10115	ZNF687	1	148067863	148077453
15415	PI4KB	1	148111797	148077680
289	RFX5	1	148132773	148126189
9195	SELENBP1	1	148158237	148149853
5729	PSMB4	1	148185113	148187485
5855	POGZ	1	148245005	148212516
15402	CGN	1	148296945	148324238
1947	TUFT1	1	148325853	148369131
3463	SNX27	1	148397734	148484628
14477	CELF3	1	148502363	148487953
4694	MRPL9	1	148549113	148545197
12739	OAZ3	1	148552203	148556878
4623	TDRKH	1	148575990	148557409
13117	LINGO4	1	148590955	148585837
3616	RORC	1	148611626	148591621
8649	THEM5	1	148639246	148631292
12979	THEM4	1	148695052	148659605
14826	S100A10	1	148779369	148768466
10296	S100A11	1	148822584	148818054
7905	TCHHL1	1	148874613	148869692
2788	RPTN	1	148944777	148939144
15927	HRNR	1	149009742	148997630
1884	FLG	1	149110752	149087723
60	FLG2	1	149145555	149134291
15523	CRNN	1	149199801	149194791
15498	LCE5A	1	149296392	149297725
7059	CRCT1	1	149300050	149301553
3061	LCE3E	1	149352321	149351202
14954	LCE3D	1	149366053	149364933
9482	LCE3C	1	149386280	149386565
14957	LCE3B	1	149399359	149399647
14956	LCE3A	1	149408652	149408382
6786	LCE2D	1	149448944	149450208
6783	LCE2C	1	149460843	149462123
6784	LCE2B	1	149471671	149472947
6785	LCE2A	1	149483912	149484991
7348	LCE4A	1	149494624	149494924
3711	KPRP	1	149545108	149547600
14386	LCE1F	1	149561920	149562277
6096	LCE1E	1	149571825	149573972
14387	LCE1D	1	149583343	149583688
14390	LCE1C	1	149592180	149590383
14389	LCE1B	1	149597519	149598661
14392	LCE1A	1	149613021	149613354
10243	SMCP	1	149663870	149670594
2932	IVL	1	149694111	149697434
4418	SPRR4	1	149756200	149758142
3015	SPRR1A	1	149769629	149771362
4420	SPRR3	1	149787297	149789405
5939	SPRR1B	1	149816753	149818449
13634	SPRR2D	1	149827477	149825281
13637	SPRR2A	1	149843061	149841669
13638	SPRR2B	1	149857157	149855792
13633	SPRR2E	1	149891733	149878684
13636	SPRR2F	1	149899062	149897685
1672	SPRR2G	1	149935681	149935131
15841	LELP1	1	149988991	149990667
4235	LOR	1	150046475	150047671
8279	PGLYRP3	1	150096267	150083410
8283	PGLYRP4	1	150134095	150115671
12920	S100A9	1	150143420	150146570
14828	S100A12	1	150161148	150159256
2175	S100A8	1	150176622	150175581
15406	S100A7A	1	150202072	150208776
8069	S100A7	1	150246210	150243293
2181	S100A6	1	150321790	150320148
2178	S100A5	1	150327170	150322812
12930	S100A4	1	150331355	150329170
2184	S100A3	1	150334807	150332881
12950	S100A2	1	150351379	150346659
10737	S100A16	1	150398587	150392439
14829	S100A14	1	150401863	150399806
14827	S100A13	1	150413043	150404356
2182	S100A1	1	150413945	150417586
6897	CHTOP	1	150419623	150431854
10809	SNAPIN	1	150444272	150447378
10540	ILF2	1	150456552	150447586
13039	NPR1	1	150464185	150479536
12811	INTS3	1	150513639	150559632
5285	SLC27A3	1	150560550	150565684
14757	GATAD2B	1	150613897	150592177
15622	CRTC2	1	150744116	150733223
6225	SLC39A1	1	150753261	150744661
7113	CREB3L4	1	150753469	150759905
6270	JTB	1	150763187	150760060
11416	RAB13	1	150771879	150767202
10676	RPS27	1	150776310	150777696
5109	NUP210L	1	150925401	150778233
4478	TPM3	1	150968679	150953301
8215	C1orf189	1	150991882	150984920
6700	UBAP2L	1	151005727	151056401
9698	C1orf43	1	151006166	150992272
11948	HAX1	1	151058113	151061422
6917	AQP10	1	151106628	151110873
2845	ATP8B2	1	151111108	151136852
1436	IL6R	1	151190741	151253261
3545	SHE	1	151287662	151265029
12572	TDRD10	1	151306914	151333695
0	UBE2Q1	1	151344193	151334123
15713	CHRNB2	1	151353329	151362156
6444	ADAR	1	151393742	151367612
9860	KCNN3	1	151645411	151492989
1022	PMVK	1	151722540	151710280
3556	PYGO2	1	151747331	151742575
1568	SHC1	1	151756075	151749351
158	CKS1B	1	151760286	151764795
15236	FLAD1	1	151768889	151778660
8071	LENEP	1	151779134	151779863
1776	ZBTB7B	1	151788199	151802539
12138	DCST2	1	151818250	151804081
12139	DCST1	1	151819372	151836479
1981	ADAM15	1	151836834	151848325
7782	EFNA4	1	151849285	151855100
7783	EFNA3	1	151864420	151873085
7785	EFNA1	1	151913421	151920457
4080	SLC50A1	1	151921398	151924400
11655	DPM3	1	151925956	151925441
11165	KRTCAP2	1	151958877	151954957
4834	TRIM46	1	151959426	151970518
12053	MUC1	1	151975732	151971671
11851	THBS3	1	151990763	151978453
5571	MTX1	1	151991562	151996695
11406	GBA	1	152024064	152017316
13242	FAM189B	1	152038347	152030068
11795	SCAMP3	1	152045268	152038845
3460	CLK2	1	152056311	152045732
5155	HCN3	1	152060446	152072711
3206	PKLR	1	152083819	152073117
2591	FDPS	1	152092649	152103529
6794	RUSC1	1	152103790	152113976
4986	ASH1L	1	152345226	152119816
6922	MSTO1	1	152393079	152397830
7874	YY1AP1	1	152471437	152442318
12125	DAP3	1	152471946	152521390
11895	GON4L	1	152640045	152547650
10616	SYT11	1	152642372	152667908
403	RIT1	1	152694199	152682962
3104	KHDC4	1	152717261	152695908
13785	RXFP4	1	152724573	152725698
5751	ARHGEF2	1	152761024	152730805
11510	SSR2	1	152803777	152791912
15014	UBQLN4	1	152836589	152818165
10652	LAMTOR2	1	152837677	152841372
4306	RAB25	1	152844038	152853366
1514	LMNA	1	152897570	152922944
9928	SLC25A44	1	152976971	152995659
5599	PMF1	1	152995872	153022904
8619	BGLAP	1	153025077	153026185
6038	PAQR6	1	153028656	153026283
6212	SMG5	1	153065689	153032089
1968	TMEM79	1	153065799	153075277
9205	GLMP	1	153078522	153075557
1975	VHLL	1	153082163	153081487
5891	TSACC	1	153120177	153129856
7202	CCT3	1	153121268	153091824
10281	C1orf61	1	153212257	153187127
14442	MEF2D	1	153273464	153249075
10501	IQGAP3	1	153355469	153308270
10176	NAXE	1	153374642	153377162
5669	GPATCH4	1	153384343	153377354
5544	HAPLN2	1	153402158	153408590
13887	BCAN	1	153424812	153442391
1373	NES	1	153460262	153451630
3023	CRABP2	1	153488448	153482482
11582	ISG20L2	1	153510778	153505485
1678	RRNAD1	1	153511350	153519814
553	MRPL24	1	153523996	153520166
8352	HDGF	1	153534609	153524974
11238	PRCC	1	153550346	153583681
13583	SH2D2A	1	153599659	153589108
11580	INSRR	1	153641739	153623737
797	NTRK1	1	153643743	153664715
9617	LRRC71	1	153703514	153715953
6143	ARHGEF11	1	153828235	153717705
15353	ETV3L	1	153882673	153874908
15907	ETV3	1	153921250	153916050
6572	FCRL5	1	154335383	154296239
6571	FCRL4	1	154380943	154356611
6570	FCRL3	1	154483720	154461099
6569	FCRL2	1	154550787	154549744
6568	FCRL1	1	154602964	154577727
14714	CD5L	1	154624624	154613776
15334	KIRREL1	1	154776135	154878919
13068	CD1D	1	154962809	154967758
13072	CD1A	1	155036999	155041108
13071	CD1C	1	155072876	155076477
14446	CD1B	1	155114331	155110851
13069	CD1E	1	155136851	155139458
12027	OR10T2	1	155182329	155181384
8334	OR10K2	1	155203729	155202790
8335	OR10K1	1	155248424	155249366
13764	OR10R2	1	155262740	155263748
5465	OR6Y1	1	155330968	155329990
10868	OR10X1	1	155362762	155361781
11453	OR10Z1	1	155389301	155390243
3197	SPTA1	1	155469561	155393568
6277	OR6K2	1	155483515	155482540
6276	OR6K3	1	155501026	155500030
6279	OR6K6	1	155537678	155538710
10665	OR6N1	1	155549545	155548606
10672	OR6N2	1	155560498	155559544
4280	MNDA	1	155614240	155632343
2464	PYHIN1	1	155714422	155759591
381	IFI16	1	155792779	155838011
14557	AIM2	1	155859720	155845347
14466	CADM3	1	155954492	155984874
5601	ACKR1	1	155987582	155989361
5459	FCER1A	1	156072576	156091086
16020	OR10J3	1	156097522	156096532
7993	OR10J1	1	156222621	156223584
16016	OR10J5	1	156318870	156317940
3271	APCS	1	156370688	156371733
3656	CRP	1	156497452	156495154
2048	DUSP23	1	156563831	156565406
6573	FCRL6	1	156585286	156598524
3964	VSIG8	1	156645520	156637179
7636	TAGLN2	1	156706580	156700975
6716	SLAMF9	1	156737083	156734356
738	PIGM	1	156814821	156812769
3902	KCNJ10	1	156853111	156821107
8769	KCNJ9	1	156864432	156872285
7296	IGSF8	1	156881498	156874203
195	ATP1A2	1	156898620	156926445
193	ATP1A4	1	156934435	156969839
2481	CASQ1	1	156973468	156984752
12483	DCAF8	1	157045052	156998577
8787	PEX19	1	157067984	157059739
8897	COPA	1	157126111	157072139
13132	NCSTN	1	157126135	157141814
15422	NHLH1	1	157149946	157155673
15987	VANGL2	1	157183439	157211537
6535	SLAMF6	1	157306106	157267920
7765	CD84	1	157362336	157328867
6538	SLAMF1	1	157429942	157392961
4286	CD48	1	157494658	157461610
6534	SLAMF7	1	157522149	157537673
5900	LY9	1	157579000	157611116
11460	CD244	1	157645563	157614133
5356	ITLN1	1	157668033	157659404
5355	ITLN2	1	157737662	157727888
13163	F11R	1	157821807	157779056
10450	USF1	1	157828830	157822114
8577	ARHGAP30	1	157852529	157829811
9002	NECTIN4	1	157872415	157854568
980	KLHDC9	1	157881226	157883207
1472	PFDN2	1	157900908	157883419
9882	NIT1	1	157900963	157903930
13251	DEDD	1	157913700	157904887
6383	UFC1	1	157936621	157941718
14292	USP21	1	157942346	157948580
13423	PPOX	1	157949266	157954085
14295	ADAMTS4	1	157981917	157972611
1796	NDUFS2	1	157982177	157997255
923	FCER1G	1	157998159	158002111
8550	APOA2	1	158006491	158005155
7998	TOMM40L	1	158008925	158026160
12834	NR1I3	1	158021026	158012552
11925	MPZ	1	158092817	158087599
9094	SDHC	1	158097242	158146049
4257	CFAP126	1	158150737	158147594
4559	FCGR2A	1	158288274	158302415
8139	HSPA6	1	158307090	158309740
12685	FCGR3A	1	158332634	158324699
4557	FCGR2B	1	158364610	158379618
10843	FCGR2C	1	158364700	158375530
6576	FCRLA	1	158408419	158415799
9426	DUSP12	1	158451238	158458609
15129	ATF6	1	158467741	158660510
7405	NOS1AP	1	158771238	159069886
10085	SPATA46	1	159078302	159075464
11785	SH2D1B	1	159113586	159096713
15775	UHMK1	1	159199290	159225502
14162	UAP1	1	159262980	159301284
8691	DDR2	1	159333885	159481895
3383	HSD17B7	1	159492149	159514265
2429	CCDC190	1	159570263	159552763
4800	RGS4	1	159770808	159778036
4801	RGS5	1	159904530	159843754
6893	NUF2	1	160023382	160057205
460	PBX1	1	161260594	161547967
1903	LMX1A	1	161914172	161904582
15199	RXRG	1	162146088	162102008
9078	LRRC52	1	162244901	162264856
4139	MGST3	1	162332107	162356511
10975	ALDH9A1	1	162399758	162363110
5102	TMCO1	1	162469784	162428436
6714	UCK2	1	162528547	162608995
3454	FAM78B	1	162867616	162770914
7659	POGK	1	163540381	163555367
11940	TADA1	1	163577137	163557408
8244	ILDR2	1	163676219	163619653
9128	MAEL	1	163690176	163723105
14760	GPA33	1	163791526	163753739
10543	POU2F1	1	163921789	164116982
11463	CD247	1	164219484	164131542
9178	CREG1	1	164254714	164241910
1473	RCSD1	1	164330987	164407143
1398	MPZL1	1	164422865	164491716
2661	ADCY10	1	164614998	164510540
3314	MPC2	1	164636891	164618968
12479	DCAF6	1	164675829	164776731
2366	GPR161	1	164805805	164791341
90	TIPRL	1	164879828	164901292
12122	SFT2D2	1	164926903	164944036
10456	TBX19	1	164981935	165015320
7910	XCL2	1	165244880	165241660
7997	XCL1	1	165277513	165282973
202	DPT	1	165430086	165396364
11741	ATP1B1	1	165807604	165833618
9623	NME7	1	166068844	165833428
10942	BLZF1	1	166068851	166097436
10217	CCDC181	1	166128328	166095771
9877	SLC19A2	1	166186899	166164825
3118	F5	1	166287379	166215066
16047	SELP	1	166331021	166289747
15941	SELL	1	166412372	166392207
15967	SELE	1	166434837	166423439
13030	METTL18	1	166495689	166493330
2230	C1orf112	1	166496207	166553887
5476	SCYL3	1	166589691	166553998
9819	KIFAP3	1	166775537	166622127
15043	GORAB	1	167232927	167254242
14259	PRRX1	1	167364970	167440199
9817	MROH9	1	167636330	167699602
1222	FMO3	1	167791693	167818617
1219	FMO2	1	167886045	167913480
13572	FMO1	1	167949320	167986769
13575	FMO4	1	168015143	168042880
8804	PRRC2C	1	168186323	168294307
7308	MYOC	1	168353430	168336215
6595	VAMP4	1	168442871	168404751
13032	METTL13	1	168482417	168498512
15872	DNM3	1	168542294	169113513
5624	C1orf105	1	169121486	169169623
732	PIGC	1	169144887	169142254
12575	SUCO	1	169233145	169312628
10758	FASLG	1	169359841	169367667
7182	TNFSF18	1	169751713	169742107
9247	TNFSF4	1	169908128	169884527
12431	PRDX6	1	170178142	170189603
6137	SLC9C2	1	170303837	170201259
7293	ANKRD45	1	170370658	170309131
11105	KLHL20	1	170415736	170487495
14325	CENPL	1	170525116	170500674
15698	DARS2	1	170525614	170559339
2898	ZBTB37	1	170569188	170587239
10558	SERPINC1	1	170618130	170604599
3140	RC3H1	1	170693867	170639494
4370	RABGAP1L	1	170860311	171684885
13969	GPR52	1	171148906	171149992
15747	CACYBP	1	171700227	171712820
4768	MRPS14	1	171724218	171714784
15034	TNN	1	171768650	171848859
15899	KIAA0040	1	171893586	171857779
15029	TNR	1	172107588	172023591
9537	COP1	1	172863688	172645624
7042	PAPPA2	1	173163963	173543625
2373	ASTN1	1	173865681	173569610
11017	BRINP2	1	173872289	173983214
12571	SEC16B	1	174670707	174629937
7365	RASAL2	1	174795286	175175212
12767	CLEC20A	1	175200426	175194690
9048	TEX35	1	175213868	175223441
2623	RALGPS2	1	175426035	175580580
12348	ANGPTL1	1	175571872	175550327
12184	FAM20B	1	175726730	175777354
11898	ABL2	1	175843842	175808413
10211	SOAT1	1	175994673	176056109
4406	AXDND1	1	176066771	176255525
11870	NPHS2	1	176276725	176251332
4867	TDRD5	1	176292681	176392055
13293	FAM163A	1	176443954	176516988
10574	TOR1AIP2	1	176565968	176565572
10577	TOR1AIP1	1	176583076	176620868
15336	CEP350	1	176655780	176814172
14101	QSOX1	1	176855624	176898826
5546	LHX4	1	176931098	176975845
8073	ACBD6	1	177203136	176989022
1552	XPR1	1	177332829	177587136
9963	KIAA1614	1	177613981	177646896
2454	STX6	1	177723703	177673835
261	MR1	1	177734795	177756290
6624	IER5	1	177789294	177791629
8606	CACNA1E	1	178184372	178502370
11204	ZNF648	1	178762504	178755363
15869	GLUL	1	179089959	179083688
11728	TEDDM1	1	179101408	179099079
13253	RGSL1	1	179150948	179261389
13799	RNASEL	1	179287765	179274428
